Дата,Номер,Документ,Код,Номенклатура,Ед.,Склад,Количество
25.06.2026 10:03:40,20000068918,Расходная накладная 20000068918 от 25.06.2026,300200554_,"K035 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" ШАМПАНЬ ATN585 (10) ",шт,Алматы,2
25.06.2026 10:09:26,20000068924,Расходная накладная 20000068924 от 25.06.2026,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,10
25.06.2026 10:21:41,20000068945,Расходная накладная 20000068945 от 25.06.2026,300200749_,К118 Выкл 1-кл о/у IP54 Atlas Profi 54 АНТРАЦИТ ATN544011 (12),шт,Алматы,1
25.06.2026 10:30:10,20000068959,Расходная накладная 20000068959 от 25.06.2026,300200856_,"G073 Роз. с з/к 16А механизм ""ARTGALLERY"" карбон GAL1043 (5)   ",шт,Алматы,1
25.06.2026 10:30:10,20000068959,Расходная накладная 20000068959 от 25.06.2026,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,1
25.06.2026 10:30:10,20000068959,Расходная накладная 20000068959 от 25.06.2026,300200868_,"G085 Рамка 1-ная ""ARTGALLERY"" карбон GAL1001 (10)    ",шт,Алматы,2
25.06.2026 10:32:46,20000068960,Расходная накладная 20000068960 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,600
25.06.2026 10:32:52,20000068961,Расходная накладная 20000068961 от 25.06.2026,030201459_, Установочная коробка для полых стен г/к  65х60 IMT35151 System Electric(120),шт,Алматы,10
25.06.2026 10:39:57,20000068968,Расходная накладная 20000068968 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,15
25.06.2026 10:42:03,20000068974,Расходная накладная 20000068974 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,10
25.06.2026 10:54:58,20000068990,Расходная накладная 20000068990 от 25.06.2026,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 11:00:12,20000068997,Расходная накладная 20000068997 от 25.06.2026,300200323_,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,Алматы,10
25.06.2026 11:00:12,20000068997,Расходная накладная 20000068997 от 25.06.2026,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,15
25.06.2026 11:00:12,20000068997,Расходная накладная 20000068997 от 25.06.2026,300200326_,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,Алматы,10
25.06.2026 11:00:12,20000068997,Расходная накладная 20000068997 от 25.06.2026,300200328_,"S431 Роз 4-ная  о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",шт,Алматы,10
25.06.2026 11:00:57,20000068999,Расходная накладная 20000068999 от 25.06.2026,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,6
25.06.2026 11:05:49,20000069007,Расходная накладная 20000069007 от 25.06.2026,300200327_,"S430 Роз 4-ная  о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000411 (30)",шт,Алматы,1
25.06.2026 11:10:56,20000069016,Расходная накладная 20000069016 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,5
25.06.2026 11:10:56,20000069016,Расходная накладная 20000069016 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,5
25.06.2026 11:20:08,20000069032,Расходная накладная 20000069032 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
25.06.2026 11:20:08,20000069032,Расходная накладная 20000069032 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,35
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,4
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,5
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200284_,"S388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" белый ATN131 (20)",шт,Алматы,6
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,2
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,2
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,36
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,14
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,17
25.06.2026 11:27:35,20000069044,Расходная накладная 20000069044 от 25.06.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,1
25.06.2026 11:28:45,20000069049,Расходная накладная 20000069049 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,20
25.06.2026 11:28:45,20000069049,Расходная накладная 20000069049 от 25.06.2026,300200430_,"А384 Выкл 1 кл 10А с/у ""ATLAS"" алюминий ATN312 (10)",шт,Алматы,3
25.06.2026 11:28:45,20000069049,Расходная накладная 20000069049 от 25.06.2026,300200432_,"А386 Выкл 2 кл 10А с/у ""ATLAS"" алюминий ATN352 (10)",шт,Алматы,3
25.06.2026 11:28:45,20000069049,Расходная накладная 20000069049 от 25.06.2026,300200431_,"А395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" алюминий ATN326 (6)",шт,Алматы,10
25.06.2026 11:28:46,20000069048,Расходная накладная 20000069048 от 25.06.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,20
25.06.2026 11:29:41,20000069046,Расходная накладная 20000069046 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
25.06.2026 11:29:41,20000069046,Расходная накладная 20000069046 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,25
25.06.2026 11:29:41,20000069046,Расходная накладная 20000069046 от 25.06.2026,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 11:30:02,20000069052,Расходная накладная 20000069052 от 25.06.2026,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,2
25.06.2026 11:38:51,20000069082,Расходная накладная 20000069082 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,35
25.06.2026 11:38:51,20000069082,Расходная накладная 20000069082 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,50
25.06.2026 11:38:51,20000069082,Расходная накладная 20000069082 от 25.06.2026,030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,Алматы,35
25.06.2026 11:39:23,20000069069,Расходная накладная 20000069069 от 25.06.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,10
25.06.2026 11:39:23,20000069069,Расходная накладная 20000069069 от 25.06.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,3
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,6
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200371_,"G384 Выкл 1 кл 10А с/у ""ATLAS"" жемчуг ATN412 (10)",шт,Алматы,10
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200375_,"G386 Выкл 2 кл 10А с/у ""ATLAS"" жемчуг ATN452 (10)",шт,Алматы,6
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200368_,"G390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" жемчуг ATN483 (10)",шт,Алматы,3
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200365_,"G398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" жемчуг ATN443 (10)",шт,Алматы,38
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200376_,"G405 Рамка 1-ная ""ATLAS"" жемчуг  ATN401 (20)",шт,Алматы,20
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200377_,"G406 Рамка 2-ная ""ATLAS"" жемчуг ATN402 (10)",шт,Алматы,4
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200378_,"G407 Рамка 3-ная ""ATLAS"" жемчуг ATN403 (15)",шт,Алматы,7
25.06.2026 11:43:06,20000069071,Расходная накладная 20000069071 от 25.06.2026,300200421_,"G414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN465 (10)",шт,Алматы,2
25.06.2026 11:43:37,20000069021,Расходная накладная 20000069021 от 25.06.2026,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,40
25.06.2026 11:43:37,20000069021,Расходная накладная 20000069021 от 25.06.2026,030200221_,Распределительная коробка с/у для полых стен г/к  80х45 IP20 IMT35160 Systeme Electric (120),шт,Алматы,10
25.06.2026 11:45:55,20000069077,Расходная накладная 20000069077 от 25.06.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,5
25.06.2026 11:48:31,20000069081,Расходная накладная 20000069081 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,400
25.06.2026 11:48:31,20000069081,Расходная накладная 20000069081 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,240
25.06.2026 11:55:00,20000069085,Расходная накладная 20000069085 от 25.06.2026,300200323_,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,Алматы,3
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300201148_,"B001 Выкл 1кл о/у  10А 250B""BLANCA"" антрацит BLNVA101006 (15)",шт,Алматы,20
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300201153_,"B006 Роз. 3-ная о/у с  з/к без ш/т 16А 250В ""BLANCA"" антрацит BLNRA010316 (5)",шт,Алматы,10
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200812_,"G029 Выкл. 1 кл 10А ""ARTGALLERY"" шампань GAL0511 (10)   ",шт,Алматы,10
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,10
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200865_,"G082 Роз. с з/к с/ш 16А механизм ""ARTGALLERY"" карбон GAL1045 (5)  ",шт,Алматы,5
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200868_,"G085 Рамка 1-ная ""ARTGALLERY"" карбон GAL1001 (10)    ",шт,Алматы,20
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200933_,"G150 Роз. с з/к 16А механизм ""ARTGALLERY"" базальт GAL1443 (5)   ",шт,Алматы,20
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200374_,"G399 Роз. с з/к 16А с/у з/ш ""ATLAS"" жемчуг ATN444 (10)",шт,Алматы,4
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200543_,"K024 Выкл 1 кл 10А с/у ""ATLAS"" ШАМПАНЬ ATN512 (10) ",шт,Алматы,10
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200547_,"K028 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN531 (10) ",шт,Алматы,4
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,020100161_,"K071 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" КАРБОН  - ATN1053 ",шт,Алматы,5
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200317_,"S418 Роз  с/у с з/к 16А 250В ""BLANCA""  белый BLNRS001011 (60)",шт,Алматы,15
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200320_,"S423 Выкл 2 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA065011 (90)",шт,Алматы,25
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200323_,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,Алматы,216
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200720_,К092 Выкл 1 кл 10А с/у ATLAS ПЕСОЧНЫЙ ATN1212 (5)   ,шт,Алматы,5
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200722_,К094 Выкл 2 кл 10А с/у ATLAS ПЕСОЧНЫЙ ATN1252 (5)   ,шт,Алматы,2
25.06.2026 12:02:06,20000069094,Расходная накладная 20000069094 от 25.06.2026,300200741_,К113 Выкл 1-кл сх.1 10АХ механизм ПЕСОЧНЫЙ ATLAS ATN1211 (5)   ,шт,Алматы,10
25.06.2026 12:09:58,20000069084,Расходная накладная 20000069084 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,12
25.06.2026 12:09:58,20000069084,Расходная накладная 20000069084 от 25.06.2026,010400440_,City 9 ЩРВ-П 18 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 12:19:26,20000069104,Расходная накладная 20000069104 от 25.06.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,1
25.06.2026 12:26:03,20000069133,Расходная накладная 20000069133 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,210
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,010400447_,City 9 ЩРВ-П 36 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,10
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,8
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,5
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200289_,"S391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN161 (20)",шт,Алматы,3
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,45
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,13
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,23
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,5
25.06.2026 12:27:09,20000069135,Расходная накладная 20000069135 от 25.06.2026,300200498_,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",шт,Алматы,3
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,ATN001232,"ATLASDESIGN РОЗЕТКА 16А с 2 USB A+C, 5В/2,4А/3,0А, 2х5В/1,5А, механизм, ПЕСОЧНЫЙ !!!",шт,Алматы,1
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,300200718_,К090 Роз. с з/к 16А с/у б/рамки ATLAS ПЕСОЧНЫЙ ATN1243 (5)  ,шт,Алматы,5
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,300200777_,"К0944 Выкл. 2 кл 10А б/рамки ""ATLAS"" ПЕСОЧНЫЙ ATN1251 (5) NEW",шт,Алматы,2
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,300200735_,К107 Рамка 1-ная ATLAS ПЕСОЧНЫЙ ATN1201 (10)      ,шт,Алматы,5
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,300200737_,К109 Рамка 3-ная ATLAS ПЕСОЧНЫЙ ATN1203 (5)      ,шт,Алматы,2
25.06.2026 12:28:21,20000069137,Расходная накладная 20000069137 от 25.06.2026,300200741_,К113 Выкл 1-кл сх.1 10АХ механизм ПЕСОЧНЫЙ ATLAS ATN1211 (5)   ,шт,Алматы,3
25.06.2026 12:30:18,20000069140,Расходная накладная 20000069140 от 25.06.2026,300200751_,К120 Роз. з/к з/ш о/у IP54 16А 250В Atlas Profi 54 АНТРАЦИТ ATN544045 (12),шт,Алматы,1
25.06.2026 12:32:27,20000069144,Расходная накладная 20000069144 от 25.06.2026,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,1
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200933_,"G150 Роз. с з/к 16А механизм ""ARTGALLERY"" базальт GAL1443 (5)   ",шт,Алматы,80
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200934_,"G151 Выкл. 1 кл 10А ""ARTGALLERY"" базальт GAL1411 (5)   ",шт,Алматы,8
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200936_,"G153 Выкл. 2 кл 10А механизм ""ARTGALLERY"" базальт GAL1451 (5)   ",шт,Алматы,10
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200938_,"G155 Роз. комп. RJ45 6A механизм ""ARTGALLERY"" базальт GAL1486 (5)  ",шт,Алматы,8
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200940_,"G157 Перекрест. переключ. 1 кл ""ARTGALLERY"" базальт GAL1471 (5)   ",шт,Алматы,2
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200943_,"G160 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" базальт GAL1446 (5) ",шт,Алматы,4
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200945_,"G162 Рамка 1-ная ""ARTGALLERY"" базальт GAL1401 (10)    ",шт,Алматы,21
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200946_,"G163 Рамка 2-ная ""ARTGALLERY"" базальт GAL1402 (5)    ",шт,Алматы,13
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200947_,"G164 Рамка 3-ная ""ARTGALLERY"" базальт GAL1403 (5)    ",шт,Алматы,6
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200948_,"G165 Рамка 4-ная ""ARTGALLERY"" базальт GAL1404 (5)    ",шт,Алматы,14
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200949_,"G166 Рамка 5-ная ""ARTGALLERY"" базальт GAL1405 (5)    ",шт,Алматы,1
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200950_,"G167 Переключ. 2 кл механизм ""ARTGALLERY"" базальт GAL1465 (5)    ",шт,Алматы,4
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200952_,"G169 Выкл. 1 кл кнопочный 10А механизм ""ARTGALLERY"" базальт GAL1415 (5)  ",шт,Алматы,1
25.06.2026 12:38:19,20000069146,Расходная накладная 20000069146 от 25.06.2026,300200953_,"G170 Вывод кабеля механизм ""ARTGALLERY"" базальт GAL1499 (5)   ",шт,Алматы,4
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200772_,"K0777 Перекрест. перекл. 2 кл 10А с/у б/рамки мех. ""ATLAS"" КАРБОН ATN1073   (5) NEW",шт,Алматы,1
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,20
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,17
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,7
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200289_,"S391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN161 (20)",шт,Алматы,15
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200291_,"S393 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN171 (5)",шт,Алматы,1
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,142
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,33
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,38
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,22
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,5
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200307_,"S409 Рамка 5-ная ""ATLAS"" белый (5) ATN105",шт,Алматы,3
25.06.2026 12:57:47,20000069172,Расходная накладная 20000069172 от 25.06.2026,300200498_,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",шт,Алматы,12
25.06.2026 13:40:59,20000069209,Расходная накладная 20000069209 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,80
25.06.2026 13:40:59,20000069209,Расходная накладная 20000069209 от 25.06.2026,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 13:43:39,20000069211,Расходная накладная 20000069211 от 25.06.2026,010400445_,City 9 ЩРН-П 24 Прозрач./дв. Systeme Electric,шт,Алматы,1
25.06.2026 14:04:38,20000069229,Расходная накладная 20000069229 от 25.06.2026,300200724_,К096 Выкл 3 кл 10А с/у б/рамки ATLAS ПЕСОЧНЫЙ ATN1231 (5)  ,шт,Алматы,1
25.06.2026 14:04:38,20000069229,Расходная накладная 20000069229 от 25.06.2026,300200778_,"К1044 Роз. без з/к без с/ш 16А б/рамки ""ATLAS"" ПЕСОЧНЫЙ ATN1241 (5) NEW",шт,Алматы,1
25.06.2026 14:04:38,20000069229,Расходная накладная 20000069229 от 25.06.2026,300200735_,К107 Рамка 1-ная ATLAS ПЕСОЧНЫЙ ATN1201 (10)      ,шт,Алматы,2
25.06.2026 14:05:06,20000069228,Расходная накладная 20000069228 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,16
25.06.2026 14:05:06,20000069228,Расходная накладная 20000069228 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,23
25.06.2026 14:19:03,20000069240,Расходная накладная 20000069240 от 25.06.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,5
25.06.2026 14:22:07,20000069241,Расходная накладная 20000069241 от 25.06.2026,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,9
25.06.2026 14:22:07,20000069241,Расходная накладная 20000069241 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,32
25.06.2026 14:30:55,20000069251,Расходная накладная 20000069251 от 25.06.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,15
25.06.2026 14:33:38,20000069253,Расходная накладная 20000069253 от 25.06.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,15
25.06.2026 14:33:38,20000069253,Расходная накладная 20000069253 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,20
25.06.2026 14:54:31,20000069277,Расходная накладная 20000069277 от 25.06.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,150
25.06.2026 14:54:31,20000069277,Расходная накладная 20000069277 от 25.06.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,50
